,_Collision Id,Borough Name,_Casualty Count,_Casualty Severity,Collision Location,Latitude,Longitude
0,1240486807,Camden,1.0,Slight,"On Belsize Park Gardens, Near The Junction With Glenilla Road.",51.54760504251749,-0.16712176079153063
1,1240486821,Enfield,2.0,Slight,"On Chase Side, Near The Junction With Chase Side.",51.63652635809037,-0.13827844859358696
2,1240486824,Havering,1.0,Slight,"On Elm Park Avenue, 25 Metres East Of The Junction With Diban Avenue .",51.55168909155927,0.20102579329357523
3,1240486825,Greenwich,1.0,Slight,"On Highmead, Near The Junction With Combeside.",51.474890924079574,0.09542857953368805
4,1240486828,Lewisham,1.0,Slight,"On Grove Street, Near The Junction With Oxestalls Road.",51.48867992489148,-0.0345746316596557
5,1240486831,Greenwich,1.0,Serious,"On Plumstead High Street, 33 Metres West Of The Junction With Riverdale Road.",51.486840867665634,0.0950113640350657
6,1240486835,Lambeth,1.0,Slight,"On Effra Road, 27 Metres North Of The Junction With Saltoun Road.",51.45988236669721,-0.11544702994849325
7,1240486838,Haringey,1.0,Slight,"On High Road, 20 Metres South Of The Junction With Bromley Road N17.",51.60113563357753,-0.06781541802767038
8,1240486841,Westminster,2.0,Slight,"Location Uncertain Great Portland Street, Near The Junction With Great Cumberland / Castle Street.",51.51609899562879,-0.14105989900322913
9,1240486851,Hackney,1.0,Slight,"Location Uncertain Seven Sisters Road, 100 Metres  Junction With Queen'S Drive.",51.566955177876586,-0.10086470662241954
10,1240486863,Richmond-Upon-Thames,1.0,Slight,"On Petersham Road , Near The Junction With Sandy Lane.",51.44087394978836,-0.30337431281593735
11,1240486866,Lambeth,2.0,Serious,"On Brixton Hill, 30 Metres North Of The Junction With St Matthews Road.",51.45981122539217,-0.1166159741734903
12,1240486871,Tower Hamlets,1.0,Slight,"On Limehouse Link Tunnel, Near The Junction With Limehouse Link Tunnel From West Ferry .",51.50974234795311,-0.03306300322032874
13,1240486874,Enfield,1.0,Slight,"On Bramley Road, 5 Metres North Of The Junction With Prince George Avenue.",51.64891020070849,-0.12987866060110978
14,1240486880,Harrow,1.0,Slight,"On Sheepcote Road, 50 Metres South Of The Junction With Station Road.",51.58216123982147,-0.33095361208024265
15,1240486886,Tower Hamlets,1.0,Slight,"On Old Ford Road, Near The Junction With Victoria Park.",51.53392342371744,-0.03950409691234785
16,1240486897,Islington,1.0,Slight,"On Copenhagen Street, Near The Junction With Bemerton Street.",51.53695807210479,-0.1188403568367907
17,1240486898,Lewisham,3.0,Slight,"On Brockley Way , 50 Metres East Of The Junction With Turnham Road.",51.45557440971181,-0.042431139724348095
18,1240486900,Enfield,1.0,Slight,"(On Newdales Close, 10 Metres North Of The Junction With The Concourse.) Pin Drop And Description Text Suggest Occurred On A1010 Hertford Road",51.62613945009463,-0.057752180406218455
19,1240486907,Newham,2.0,Slight,"On Shrewsbury Road, Near The Junction With Bristol Road.",51.54318693174829,0.04213188524578552
20,1240486908,Enfield,1.0,Slight,"On Hertford Road, 5 Metres North Of The Junction With Cedar Avenue.",51.65966999547498,-0.04677602844321181
21,1240486912,Westminster,1.0,Slight,"On Stanhope Gate, Near The Junction With South Audley Street.",51.50676347743883,-0.15064785919575283
22,1240486913,Bexley,1.0,Slight,"On Blackfen Road, Near The Junction With Wellington Avenue.",51.45056258570362,0.10310834213990516
23,1240486915,Redbridge,1.0,Slight,"On South Park Drive, Near The Junction With Staines Road .",51.55249543814644,0.09359832715941378
24,1240486916,Redbridge,1.0,Slight,"On High Street, Near The Junction With Clayhall Avenue.",51.590164836937944,0.08203361418328713
25,1240486917,Greenwich,1.0,Slight,"On Blackheath Hill, Near The Junction With Lewisham Road .",51.4729708218327,-0.01542173156222623
26,1240486920,Brent,1.0,Serious,"On Neasden Lane, Nw10, Near The Junction With Prout Grove, Nw10.",51.55568246715344,-0.2503197345515159
27,1240486924,Redbridge,1.0,Slight,"On Green Lane, Near The Junction With Esso Tesco Express Entrance.",51.559766163816036,0.09334074291957693
28,1240486931,Enfield,1.0,Slight,"On Willow Road, 25 Metres North Of The Junction With Tenniswood Road. (Pin Drop Is South Of Junction)",51.65997479823247,-0.07174760298609116
29,1240486936,Bromley,1.0,Slight,"On Church Hill Wood, Near The Junction With Poverest Road.",51.39059352814335,0.09682103738362151
30,1240486941,Newham,1.0,Serious,"On Leytonstone Road, Near The Junction With Forest Lane, E15.",51.54644241670359,0.006162848500129502
31,1240486949,Newham,2.0,Slight,"On Newham Way, Near The Junction With Beckton Road.",51.51725638608026,0.018500902949734273
32,1240486951,Enfield,1.0,Serious,"On Meridian Way, 50 Metres South Of The Junction With Lea Valley Road.",51.64405068020746,-0.033340584510179454
33,1240486957,Barnet,1.0,Serious,"On Colindale Avenue, 30 Metres West Of The Junction With Pasteur Close.",51.59528484535191,-0.24973675799122413
34,1240486958,Greenwich,4.0,Slight,"On Well Hall Road, 50 Metres South Of The Junction With Shooters Hill.",51.47012531748371,0.0547494282084852
35,1240486959,Lewisham,1.0,Slight,"On Loampit Vale, Near The Junction With Thurston Road.",51.46452284807594,-0.014665332933010457
36,1240486964,Lambeth,1.0,Slight,"On Kings Avenue, Near The Junction With Clapham Park Road.",51.4597572356245,-0.12896928029753837
37,1240486981,Hounslow,1.0,Slight,"On North Hyde Lane, Near The Junction With Thorncliffe Road.",51.49209128178882,-0.3813925965627879
38,1240486993,Westminster,1.0,Slight,"On Marylebone Road, Near The Junction With Seymour Place .",51.52077839216067,-0.16468193337155074
39,1240487004,Westminster,1.0,Slight,"On Buckingham Gate, Near The Junction With Petty France.",51.49872015552169,-0.1378915008011011
40,1240487012,Haringey,1.0,Serious,"On Spur Road, 40 Metres North Of The Junction With West Green Road.",51.58689013041732,-0.08694057634520302
41,1240487020,Hillingdon,1.0,Slight,"On Botwell Lane, Near The Junction With Central Ave.",51.50811790082836,-0.41981812455282297
42,1240487023,Southwark,1.0,Serious,"On Saint George'S Road, Near The Junction With Elephant And Castle.",51.49505758033039,-0.10127580124929669
43,1240487036,Hillingdon,1.0,Slight,"On Uxbridge Road, Near The Junction With Church Road.",51.52129682575842,-0.4175458545510324
44,1240487037,Bexley,1.0,Slight,"On Brampton Road, 100 Metres North Of The Junction With Chestnut Drive.",51.462328689281605,0.12783536341522236
45,1240487040,Brent,1.0,Slight,"On Brentfield Rd, Near The Junction With Hillside.",51.54111486111665,-0.25999235568290296
46,1240487041,Hounslow,1.0,Slight,"On Twickenham Road, 87 Metres South Of The Junction With Worton Road.",51.46692574121828,-0.32973394884848534
47,1240487042,Harrow,1.0,Slight,"On High View, Near The Junction With W End Lane.",51.59448694207213,-0.38868445043679245
48,1240487043,Southwark,1.0,Slight,"On Tower Bridge Road, 15 Metres South Of The Junction With Abbey Street.",51.4981125027026,-0.07958103798949251
49,1240487044,Kingston-Upon-Thames,2.0,Slight,"On Robin Hood Way, Near The Junction With Coombe Lane Flyover , Sw20  0Ap .",51.416939826876245,-0.2504163855691815
50,1240487070,Ealing,1.0,Slight,"On Horn Lane, Near The Junction With Grafton Road .",51.51406967693197,-0.2693676818211791
51,1240487085,Barnet,1.0,Slight,"On Bridge Lane, Near The Junction With Finchley Road.",51.582277428039596,-0.19950203892400015
52,1240487086,Richmond-Upon-Thames,1.0,Slight,"On Pensford Avenue, 101 Metres South Of The Junction With Nylands Avenue.",51.47375316624359,-0.28319088730376196
53,1240487089,Greenwich,1.0,Serious,"On Eltham High Street, 21 Metres East Of The Junction With Passey Place.",51.45057198293763,0.05594388875397158
54,1240487092,Havering,1.0,Slight,"On High Street, Near The Junction With St Edwards Way .",51.576651448710535,0.17750841855222002
55,1240487095,Wandsworth,1.0,Slight,"On Tooting High Street, Near The Junction With Ivy Road.",51.42706324991853,-0.16902914545338907
56,1240487099,Waltham Forest,1.0,Slight,"On Station Road, 30 Metres East Of The Junction With Kings Road.",51.630553500313944,0.0012166268632580843
57,1240487101,Ealing,1.0,Slight,"On East Acton Lane, Near The Junction With No Name W37Hb.",51.510920022872085,-0.2570646851448191
58,1240487102,Waltham Forest,1.0,Slight,"On Bushwood Road, Near The Junction With Blake Hall Road.",51.570208989910746,0.018277124630342763
59,1240487103,Camden,1.0,Serious,"On Delancey Street, Near The Junction With Albert Street.",51.53642773423297,-0.143692394058555
60,1240487105,Enfield,1.0,Slight,"On Bowes Road, Near The Junction With Powys Lane.",51.613022170370066,-0.1214601940439169
61,1240487106,Westminster,1.0,Slight,"On Knightsbridge , Near The Junction With Sloane Street .",51.501832022033014,-0.16014092788459228
62,1240487108,Hackney,1.0,Serious,"On Mare Street, 35 Metres South Of The Junction With Bocking Street.",51.537038050203485,-0.056991165595504545
63,1240487110,Greenwich,1.0,Slight,"On Weigall Road, 10 Metres West Of The Junction With Kidbrooke Park Road.",51.45942898211571,0.026039563644135996
64,1240487118,Bromley,1.0,Serious,"On Croydon Road, Near The Junction With Elmers Ends Road.",51.408629289997805,-0.05954946997171136
65,1240487128,Wandsworth,2.0,Fatal,"On Garratt Lane, Near The Junction With Furmage Street.",51.449678405945804,-0.1897988075883197
66,1240487131,Bromley,1.0,Slight,"On London Road, Near The Junction With Highland Road.",51.412081322079416,0.008831667688927151
67,1240487133,Enfield,1.0,Slight,"On Clay Hill, Near The Junction With Clay Hill.",51.66738228708767,-0.07325516272711917
68,1240487134,Westminster,1.0,Slight,"On Piccadilly, 100 Metres North Of The Junction With Duke Street St James'S Sw1.",51.50733389877989,-0.14179133495591192
69,1240487135,Bromley,1.0,Slight,"On Hillcrest Road, 50 Metres East Of The Junction With None.",51.424257560399255,0.015119327539543915
70,1240487143,Camden,1.0,Slight,"On Beaumont Place, 25 Metres North Of The Junction With Tottenham Court Road.",51.52473685478926,-0.13684472997550462
71,1240487160,Enfield,1.0,Slight,"On Connaught Gardens, 75 Metres South Of The Junction With Hedge Lane.",51.619122331322934,-0.09543727571986485
72,1240487161,Hounslow,1.0,Serious,"On High Street, Near The Junction With Watermans Centre Car Park.",51.48615466754358,-0.2980645831534106
73,1240487163,Ealing,1.0,Fatal,"On The Broadway, Near The Junction With Woodlands Road.",51.512618008297075,-0.38707827340054524
74,1240487169,Barking & Dagenham,1.0,Slight,"On High Road, Near The Junction With Mill Lane .",51.57183914341669,0.13648150014789792
75,1240487170,Greenwich,1.0,Slight,"On New Warren Lane, 30 Metres South Of The Junction With Beresford Street.",51.49263262606078,0.06763187174400753
76,1240487180,Hounslow,2.0,Slight,"Location Uncertain  Great West Road, 200 Metres West Of The Junction With Penwerris Avenue.",51.480237096858005,-0.3553716200120859
77,1240487183,Tower Hamlets,1.0,Slight,"On Leamouth Road , Near The Junction With East India Dock Road .",51.510540675747876,0.0005499855406785291
78,1240487201,Kensington & Chelsea,1.0,Serious,"On Brompton Road, 2 Metres North Of The Junction With Pelham Street .",51.493705832985256,-0.16895316453843218
79,1240487204,Harrow,1.0,Slight,"On Bessborough Road, Ha1, 5 Metres South Of The Junction With Roxborough Road.",51.57650881354664,-0.34263388310711484
80,1240487205,Southwark,1.0,Slight,"On Forest Hill Road, Near The Junction With Mundania Road .",51.45203222167698,-0.05979658316839977
81,1240487206,Greenwich,3.0,Slight,"On Plumstead   Road , Near The Junction With Burrage Road .",51.490947124365995,0.07294322666155671
82,1240487207,Kensington & Chelsea,1.0,Serious,"On Kensington Church Street, 20 Metres South Of The Junction With Holland  Street.",51.50290487298669,-0.19153751640642763
83,1240487210,Westminster,1.0,Slight,"On Shaftesbury Avenue, Near The Junction With Rupert Street.",51.51115746551607,-0.13340685628704171
84,1240487211,Lambeth,1.0,Slight,"On Clapham Common South Side, Near The Junction With Rookery Road.",51.45953461545998,-0.1415453150317163
85,1240487214,Merton,1.0,Slight,"On Western Road, 0 Metres South Of The Junction With Western Road.",51.40885939496221,-0.17057603198030555
86,1240487220,Ealing,1.0,Serious,"On Ruislip Road, Near The Junction With Lady Margaret Road.",51.53253813934656,-0.37162500976127205
87,1240487223,Merton,1.0,Slight,"On St Helier Avenue, Near The Junction With Middleton Road.",51.38976950737754,-0.188614023074355
88,1240487224,Waltham Forest,1.0,Slight,"On Adelaide Road, Near The Junction With High Road Leyton.",51.55896932915765,-0.007568396683124564
89,1240487226,Croydon,1.0,Slight,"On Thornton Road, Near The Junction With Silverleigh Road.",51.39251927439893,-0.1166209429170896
90,1240487232,Tower Hamlets,1.0,Serious,"On Bethnal Green Road, 5 Metres East Of The Junction With Vallance Road.",51.52651289271885,-0.06437356170893094
91,1240487238,Enfield,2.0,Slight,"On Meridian Way, Near The Junction With Lea Valley Leisure Complex.",51.63237838937412,-0.03924981692522148
92,1240487252,Kensington & Chelsea,1.0,Slight,"On Cadogan Gardens, 39 Metres North Of The Junction With Symons Street.",51.49292105624491,-0.15960657893189223
93,1240487254,Richmond-Upon-Thames,1.0,Serious,"On Saint Margarets Road, Near The Junction With A3004.",51.45476742684566,-0.3189941625561126
94,1240487255,Islington,1.0,Slight,"On City Road, 30 Metres North Of The Junction With Old Street.",51.52652678460269,-0.08769863097650121
95,1240487260,Wandsworth,1.0,Slight,"On Balham High Road, Near The Junction With Balham High Road .",51.44343666803756,-0.15284753650840327
96,1240487265,Enfield,1.0,Slight,"On Park Avenue, 50 Metres East Of The Junction With Village Road.",51.6407805125791,-0.0780539777942603
97,1240487266,Hackney,1.0,Slight,"On St Marks Rise, Near The Junction With St Marks Rise .",51.550363678894776,-0.07107812038568175
98,1240487268,Southwark,1.0,Slight,"Location Uncertain  Camberwell Church Street, 21 Metres North Of The Junction With Unknown At Ats",51.474106951072415,-0.09254122404076104
99,1240487270,Camden,1.0,Slight,"On Shaftesbury Avenue, 25 Metres North Of The Junction With Dyott Street.",51.516233679913555,-0.12635316341514186
100,1240487272,Sutton,1.0,Slight,"On Dorchester Road, Near The Junction With Buckland Way.",51.380553555490266,-0.2275186826266682
101,1240487280,Waltham Forest,1.0,Slight,"On Westbury Road, Near The Junction With Somers Road.",51.58542227055391,-0.023329272636442248
102,1240487282,Lewisham,1.0,Slight,"On Sydenham Road, Near The Junction With Newlands Park.",51.42641015482179,-0.05371844719109109
103,1240487283,Brent,1.0,Slight,"On Engineers Way, Near The Junction With Empire Way.",51.55851290679465,-0.28489151217715375
104,1240487284,Barking & Dagenham,1.0,Slight,"On Goresbrook Road, 21 Metres East Of The Junction With Dagenham Avenue.",51.533996657170434,0.13652572009351305
105,1240487285,Hillingdon,1.0,Slight,"On Field End Road, Near The Junction With Abbotsbury Garden.",51.57961846724493,-0.39952967234432885
106,1240487287,Merton,1.0,Slight,"On Plough Lane, 50 Metres North Of The Junction With Waterside Way.",51.429670776097225,-0.18636030238679557
107,1240487288,Barking & Dagenham,1.0,Slight,"On Whalebone Lane South, Near The Junction With High Road.",51.5719673279963,0.14227441050876985
108,1240487291,Wandsworth,1.0,Slight,"On Mitcham Road, Near The Junction With Renmuir Street .",51.420752614241415,-0.16112627205937072
109,1240487292,Hillingdon,2.0,Serious,"On Park View Road, 15 Metres North Of The Junction With Horseshoe Drive.",51.52011605083566,-0.45579751260095364
110,1240487293,Harrow,1.0,Slight,"On Kenton Road, Near The Junction With Peterborough Road.",51.57727824327393,-0.3328354651585242
111,1240487294,Camden,1.0,Serious,"On Pentonville Road, Near The Junction With Caledonian Road.",51.53089635520455,-0.121036632350065
112,1240487295,Enfield,1.0,Slight,"On Silver Street, Near The Junction With Lopen Road.",51.61633734147302,-0.07739676606984222
113,1240487296,Havering,1.0,Slight,"On Straight Road, 21 Metres North Of The Junction With Unknown.",51.59657694059282,0.21226338467610678
114,1240487297,Greenwich,1.0,Slight,"On William Barefoot Drive Se9, 50 Metres North Of The Junction With Partridge Green Se9.",51.43160397544599,0.05811338570681568
115,1240487298,Bexley,1.0,Slight,"On Bexley Close, Near The Junction With Bexley Lane.",51.45287059679708,0.17522534784765476
116,1240487299,Hackney,1.0,Slight,"On Kenninghall Road, Near The Junction With Muir Road.",51.5583826844149,-0.061116394343914915
117,1240487303,Croydon,1.0,Serious,"On Clifton Road, Near The Junction With White Horse Lane.",51.39819407857758,-0.08997934782967518
118,1240487311,Waltham Forest,3.0,Slight,"On Wood Street E17, Near The Junction With Forest Road E17.",51.591667389463254,-0.004982915704764455
119,1240487317,Enfield,1.0,Slight,"On Cunningham Avenue, Near The Junction With Princes Avenue.",51.676966050755844,-0.0324500172862578
120,1240487319,Tower Hamlets,1.0,Serious,"On Burdett Road, Near The Junction With Agnes Street.",51.51569995212104,-0.02904455755647264
121,1240487326,Bromley,1.0,Slight,"On Croydon Road, Near The Junction With Oakley Road.",51.36726367260654,0.03886363561088263
122,1240487331,Ealing,1.0,Slight,"On Victoria Road, Near The Junction With Victoria Road.",51.52264919161686,-0.26212335059613573
123,1240487335,Merton,1.0,Slight,"On Wimbledon Bridge, 5 Metres North Of The Junction With Hartfield Road.",51.42087296416583,-0.20661444119548383
124,1240487339,Croydon,1.0,Slight,"On London Road, Near The Junction With Chatfield Road .",51.38164584058141,-0.1059444310670941
125,1240487359,Hillingdon,1.0,Slight,"On Tunnel Road West, Near The Junction With Heathrow Interchange. (Location Uncertain)",51.49404643385423,-0.453653401745225
126,1240487371,Haringey,1.0,Slight,"On Station Road, Near The Junction With River Park Road.",51.59669864627922,-0.11290762901592992
127,1240487373,Kensington & Chelsea,1.0,Slight,"On King'S Road, Near The Junction With Thorndike Close, Sw10.",51.480773645968554,-0.18450656809542829
128,1240487375,Greenwich,2.0,Slight,"On Rochester Way, 100 Metres South Of The Junction With Westhorne Avenue .",51.45645157664475,0.04369927117383563
129,1240487377,Westminster,1.0,Slight,"On Porchester Road, Near The Junction With Bishops Bridge Road.",51.516196259638114,-0.18749438191171883
130,1240487382,Lewisham,1.0,Serious,"On Lee High Road, Near The Junction With Lenham Road.",51.45855566407649,0.00675465403989218
131,1240487383,Greenwich,1.0,Slight,"On Shooters Hill Road, 5 Metres East Of The Junction With Hervey Road.",51.4752997286441,0.030803662321614123
132,1240487384,Barking & Dagenham,1.0,Slight,"On New Road, Near The Junction With Ballards Road.",51.529469107750096,0.15445122622714347
133,1240487395,Hillingdon,2.0,Slight,"On Dawley Road, 60 Metres North Of The Junction With Bolingbroke Way.",51.51327636624138,-0.43501677768288033
134,1240487397,Bromley,1.0,Slight,"On Northlands Avenue, 50 Metres East Of The Junction With Harley Gardens.",51.36245830925893,0.08502044405598962
135,1240487411,Islington,1.0,Slight,"On Holloway Road, N7, Near The Junction With Parkhurst Road, N7.",51.557795629376535,-0.11952426448919636
136,1240487413,Lewisham,1.0,Slight,"On Lewisham High Street, Near The Junction With Albacore Crescent .",51.45190662895999,-0.016824739526458382
137,1240487417,Sutton,2.0,Slight,"On Stafford Road, Near The Junction With Lavender Vale.",51.35942552843027,-0.14022806710278615
138,1240487420,Greenwich,1.0,Slight,"On Rochester Way, Near The Junction With Kingsholm Gardens.",51.46047115139644,0.044742585467675546
139,1240487421,Kensington & Chelsea,1.0,Slight,"On Brompton Road, Near The Junction With Drycott Avenue.",51.493723132368636,-0.16890925387915762
140,1240487426,Southwark,1.0,Serious,"On Blackfriars Road, Near The Junction With Webber Street.",51.500913982623395,-0.10474971808912466
141,1240487436,Kensington & Chelsea,1.0,Serious,"On Canal Way, 10 Metres West Of The Junction With Ladbroke Grove.",51.52578869832863,-0.21548396065211625
142,1240487437,Barnet,2.0,Slight,"On The Vale, Near The Junction With Claremont Road.",51.562690321615484,-0.21468894166767508
143,1240487438,Hackney,1.0,Slight,"On Manor Road, Near The Junction With Heathland Road.",51.566641095001444,-0.0815573405547152
144,1240487439,Hackney,1.0,Fatal,"On Morning Lane , 150 Metres East Of The Junction With Mare Street.",51.54649782766092,-0.05316999132186664
145,1240487441,Tower Hamlets,1.0,Slight,"On Prestons Road, Near The Junction With Landons Close.",51.50452957311859,-0.007667381124469112
146,1240487442,Bexley,1.0,Slight,"On Carlton Road, Near The Junction With Park Crescent.",51.47781039638511,0.16343612167678417
147,1240487443,Merton,1.0,Serious,"On Haydons Road, 100 Metres South Of The Junction With North Road Sw19.",51.42042908220675,-0.18711448935326636
148,1240487445,Hounslow,2.0,Slight,"On Great Chertsey Road, Near The Junction With Apex Corner Roundabout .",51.4371351122358,-0.37719230777395546
149,1240487446,Hillingdon,1.0,Slight,"On Whitby Road, Near The Junction With Beverley Road.",51.56547995808494,-0.4019595100217521
150,1240487450,Southwark,1.0,Slight,"On Elephant And Castle, Near The Junction With Walworth Road.",51.49350689496703,-0.10047588380613762
151,1240487451,Kensington & Chelsea,1.0,Slight,"On Cheyne Walk, Near The Junction With Beaufort Road.",51.48218502733932,-0.17347606763475054
152,1240487452,Lewisham,1.0,Slight,"On Bromley Road, Near The Junction With Newquay Road.",51.43662044939523,-0.017976105857997082
153,1240487453,Kingston-Upon-Thames,1.0,Slight,"On Ewell Road, 2 Metres South Of The Junction With Langley Road.",51.38861429882412,-0.2974892655202288
154,1240487454,Southwark,1.0,Slight,"On London Road, Near The Junction With Garden Row.",51.49764912657938,-0.10360291632875387
155,1240487455,Newham,1.0,Slight,"On Silvertown Way, Near The Junction With Nelson Street.",51.51273222360541,0.010172435114789108
156,1240487457,Brent,1.0,Serious,"On Chamberlayne Road, Near The Junction With Station Terrace.",51.53348047737937,-0.21865798216307045
157,1240487459,Lewisham,1.0,Slight,"On Burnt Ash Road, Near The Junction With Taunton Road .",51.456136226747766,0.011499419661394549
158,1240487460,Ealing,1.0,Slight,"On New Broadway, Near The Junction With The Broadway.",51.513088961491064,-0.30442534876447247
159,1240487462,Barnet,2.0,Serious,"On Station Road, Near The Junction With High Street.",51.61083507287916,-0.2791073623256952
160,1240487466,Barking & Dagenham,1.0,Slight,"On Wood Lane, 56 Metres North Of The Junction With Oglethorpe Road.",51.55769431419962,0.14727324545838158
161,1240487468,Brent,1.0,Slight,"On Watford Road, Near The Junction With Pebworth Road.",51.56915599083794,-0.32194981803762174
162,1240487469,Hammersmith & Fulham,1.0,Slight,"On Uxbridge Road, Near The Junction With Wormholt Road.",51.50660726784663,-0.24044190208984642
163,1240487471,Westminster,1.0,Slight,"On Harrow Road, 100 Metres East Of The Junction With Elgin Avenue.",51.52370597447893,-0.19982396325383356
164,1240487475,Barnet,2.0,Slight,"On North Circular Road, Near The Junction With Finchley Road.",51.5896544227512,-0.1997156507210645
165,1240487476,Brent,1.0,Slight,"On Shoot-Up Hill, Near The Junction With Minster Road.",51.55093835456732,-0.20826889456139638
166,1240487478,Ealing,1.0,Slight,"On Western Road, Near The Junction With Florence Road.",51.50057415601738,-0.3881518266270812
167,1240487479,Hillingdon,1.0,Slight,"On The Greenway, Near The Junction With Merryfields.",51.537210451286356,-0.4729977857429228
168,1240487481,Enfield,1.0,Slight,"On Queen Anne'S Grove, Near The Junction With Queen Anne'S Gardens.",51.64027752236397,-0.07699131446142808
169,1240487482,Haringey,2.0,Serious,"On Alexandra Palace Way N22, 40 Metres North Of The Junction With Bedford Road N22.",51.59772002524812,-0.12108098085491302
170,1240487483,Southwark,1.0,Slight,"Location Uncertain  Jamaica Road, Near The Junction With Bevington Street  / Possibly Wilson Grove",51.498051613178525,-0.06602626617104083
171,1240487485,Harrow,1.0,Slight,"On Sheepcote Road, Near The Junction With Gayton Road .",51.57987391339455,-0.32819415282583964
172,1240487488,Barnet,1.0,Serious,"On The Vale, Near The Junction With Hendon Way.",51.56686207327116,-0.20638765126870684
173,1240487489,Southwark,1.0,Fatal,"On Westminster Bridge Road, Near The Junction With Waterloo Road.",51.49871291505296,-0.1059936296510609
174,1240487490,Lambeth,1.0,Slight,"Location Uncertain - On Brixton Road London Sw9, Near The Junction With Unknown.",51.46389728453353,-0.11459059473529876
175,1240487491,Ealing,4.0,Slight,"On Mandeville Road, 25 Metres East Of The Junction With Eastcote Lane.",51.54641463317646,-0.3704374126810117
176,1240487492,Islington,1.0,Serious,"On Essex Road, Near The Junction With Cross Street.",51.53858662849828,-0.09881578158378977
177,1240487493,Kensington & Chelsea,1.0,Slight,"On St Quentins Avenue, Near The Junction With Pangbourne Avenue.",51.519629978077795,-0.22147585170885997
178,1240487494,Westminster,1.0,Slight,"On The Mall, Near The Junction With Admiralty Arch  .",51.50716451780904,-0.1277483530339492
179,1240487499,Southwark,1.0,Slight,"On Lordship Lane, Near The Junction With South Circular Road.",51.443340085209854,-0.06764789252755071
180,1240487500,Barnet,1.0,Serious,"On Ballards Lane , Near The Junction With Nether Street.",51.60495841847929,-0.18738429855791935
181,1240487503,Wandsworth,1.0,Slight,"On Brudenell Road, Near The Junction With Ravenfield Road.",51.43365409809467,-0.16151463604515173
182,1240487505,Bexley,1.0,Slight,"On Frazer Road, Near The Junction With Bexley Road.",51.48073753406346,0.17583109570042646
183,1240487511,Newham,1.0,Serious,"On Royal Docks Road, Near The Junction With Armada Way.",51.51535340162848,0.0719324606697537
184,1240487513,Barnet,1.0,Slight,"On Falloden Way, Near The Junction With Beaufort Drive.",51.58828441292588,-0.19424094260238473
185,1240487523,Islington,1.0,Slight,"On Lady Margaret Road, Near The Junction With Brecknock Road.",51.555167401456615,-0.13627947798897713
186,1240487525,Barnet,1.0,Slight,"On Finchley Lane, Nw1, Near The Junction With Great North Way.",51.59126028844468,-0.21182222587055616
187,1240487527,Enfield,1.0,Slight,"On Advent Way, Near The Junction With Advent Way.",51.61133498053037,-0.04565967006624114
188,1240487531,Enfield,1.0,Slight,"On Hoe Lane, Near The Junction With Mapleton Crescent.",51.66643605045687,-0.04592104360900612
189,1240487533,Newham,1.0,Slight,"On High Street North, 21 Metres North Of The Junction With Unknown.",51.548468771351125,0.04865706838309952
190,1240487534,Tower Hamlets,1.0,Slight,"On Royal Mint Street, Near The Junction With John Fisher Street.",51.51069962854247,-0.06956907992523567
191,1240487547,Brent,1.0,Slight,"On Preston Road, Near The Junction With Elmstead Avenue.",51.57085044291185,-0.2947735288647614
192,1240487551,Westminster,1.0,Slight,"On Millbank, Near The Junction With Vauxhall Bridge .",51.49468883351974,-0.12474446563924035
193,1240487552,Barnet,1.0,Slight,"On Alba Gardens, Near The Junction With Golders Green Road .",51.57850489172947,-0.20741586161782843
194,1240487553,Newham,1.0,Slight,"On High Street North, Near The Junction With Sibley Grove.",51.539496928936536,0.051066146633332005
195,1240487555,Bromley,1.0,Slight,"On Croydon Road, 0 Metres North Of The Junction With Gowland Place.",51.404698016390924,-0.03786128043836455
196,1240487556,Barnet,1.0,Slight,"On North Circular Road, Near The Junction With Courtleigh Gardens.",51.58684009400418,-0.2091376103608747
197,1240487561,Hillingdon,2.0,Serious,"On Uxbridge Road, Near The Junction With West Drayton Road.",51.52643033589282,-0.43827068193415136
198,1240487572,Islington,1.0,Slight,"On Upper Street, Near The Junction With Upper Street.",51.543163492778085,-0.10323992266991923
199,1240487591,Tower Hamlets,2.0,Slight,"On Bow Road, 10 Metres West Of The Junction With Campbell Road.",51.52781118458189,-0.021990709231319586
200,1240487596,Merton,1.0,Slight,"On Fernlea Road, Near The Junction With Sandy Lane .",51.41058147080381,-0.15651587809407833
201,1240487605,Enfield,1.0,Slight,"On Bullsmoor Lane, Near The Junction With Langdale Gardens.",51.680713836676844,-0.03931772873106631
202,1240487612,Haringey,1.0,Slight,"On The Roundway, Near The Junction With Lordship Lane.",51.59822954626221,-0.09190760069816621
203,1240487620,Barking & Dagenham,2.0,Slight,"On Heathway, 21 Metres South Of The Junction With Reede Road.",51.5419009857655,0.14787084286729169
204,1240487622,Greenwich,2.0,Slight,"Location Uncertain Likely Charlton Way / Vanbrugh Park, 250 Metres West Of The Junction With Maze Hill, Se3.",51.47596480163179,0.012573262799873057
205,1240487623,Haringey,2.0,Slight,"On Lea Court, 25 Metres South Of The Junction With Tymemoth Road.",51.58619828817159,-0.06394541946552904
206,1240487630,Wandsworth,1.0,Slight,"On Garratt Lane, Near The Junction With Tooting High Street.",51.4281216940129,-0.16828196190818603
